image_path_full,image_path_relative,label_path_full,label_path_relative,image_exists,label_exists,corrupted,image_hash,image_format,width,height,channels,is_duplicate,classes,num_classes,image_id
/content/clothing-coparsing-dataset/images/0011.jpg,images/0011.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0011.png,labels/pixel_level_labels_colored/0011.png,True,True,False,d18ac5f86326f1d13df390d9ba8cf296,jpeg,550,830,3,False,"['purse', 'hair', 'glasses', 'shoes', 'dress', 'coat', 'skin', 'accessories', 'socks']",9,11
/content/clothing-coparsing-dataset/images/0012.jpg,images/0012.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0012.png,labels/pixel_level_labels_colored/0012.png,True,True,False,2bdebbddb63ba908b0ffe7e03d6459fe,jpeg,550,821,3,False,"['hair', 'shoes', 'skin', 'blouse', 'skirt']",5,12
/content/clothing-coparsing-dataset/images/0013.jpg,images/0013.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0013.png,labels/pixel_level_labels_colored/0013.png,True,True,False,9b56531981b5b13c332aeae0203b1bf6,jpeg,550,832,3,False,"['pants', 'hair', 'shoes', 'coat', 'skin', 'bag', 'belt', 'sweater']",8,13
/content/clothing-coparsing-dataset/images/0014.jpg,images/0014.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0014.png,labels/pixel_level_labels_colored/0014.png,True,True,False,0079b52034651a8fefcd8e01e3811924,jpeg,550,843,3,False,"['purse', 'heels', 'hair', 'dress', 'skin', 'belt', 'sunglasses']",7,14
/content/clothing-coparsing-dataset/images/0015.jpg,images/0015.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0015.png,labels/pixel_level_labels_colored/0015.png,True,True,False,3c3a8e9aa144d51f5a4a995c39ebf514,jpeg,550,813,3,False,"['pants', 'necklace', 'hair', 'shoes', 'skin', 'blouse']",6,15
/content/clothing-coparsing-dataset/images/0016.jpg,images/0016.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0016.png,labels/pixel_level_labels_colored/0016.png,True,True,False,c039b8b642e8a5245c21f0b05de799cb,jpeg,550,824,3,False,"['pumps', 'jeans', 'hat', 'hair', 'coat', 'skin', 'bag', 'sweater']",8,16
/content/clothing-coparsing-dataset/images/0017.jpg,images/0017.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0017.png,labels/pixel_level_labels_colored/0017.png,True,True,False,d22e02a80f9cc2cbd33b08cc838c4887,jpeg,550,830,3,False,"['hair', 'shoes', 'skin', 'bag', 'blouse', 'skirt', 'sunglasses']",7,17
/content/clothing-coparsing-dataset/images/0018.jpg,images/0018.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0018.png,labels/pixel_level_labels_colored/0018.png,True,True,False,562e5ee5ec45ad1e1b0f874c0856a571,jpeg,550,842,3,False,"['shirt', 'hair', 'shoes', 'skin', 'accessories', 'belt', 'skirt']",7,18
/content/clothing-coparsing-dataset/images/0019.jpg,images/0019.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0019.png,labels/pixel_level_labels_colored/0019.png,True,True,False,c14d56de540a3bbbad1cc6f72baae69a,jpeg,550,827,3,False,"['pants', 'necklace', 'hair', 'shoes', 'skin', 'accessories', 'vest']",7,19
/content/clothing-coparsing-dataset/images/0020.jpg,images/0020.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0020.png,labels/pixel_level_labels_colored/0020.png,True,True,False,23b23700e6eb4b55728f2b7c23516480,jpeg,550,831,3,False,"['hair', 'shoes', 'coat', 'skin', 'bag', 'belt', 'stockings', 'sweater']",8,20
/content/clothing-coparsing-dataset/images/0021.jpg,images/0021.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0021.png,labels/pixel_level_labels_colored/0021.png,True,True,False,72d02c605774f1b3ae2a3309ba590124,jpeg,550,826,3,False,"['pants', 'shirt', 'hair', 'shoes', 'skin', 'accessories', 'belt', 'sunglasses']",8,21
/content/clothing-coparsing-dataset/images/0022.jpg,images/0022.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0022.png,labels/pixel_level_labels_colored/0022.png,True,True,False,a5d9b0ae249207be44104f9f44005ffd,jpeg,550,856,3,False,"['pants', 'hair', 'coat', 'skin', 'boots', 'belt', 'sweater', 'wallet']",8,22
/content/clothing-coparsing-dataset/images/0023.jpg,images/0023.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0023.png,labels/pixel_level_labels_colored/0023.png,True,True,False,4c672c6bd5c9ee9bfc6bb13f1e9a86a0,jpeg,550,838,3,False,"['hair', 'dress', 'skin', 'bag', 'wedges']",5,23
/content/clothing-coparsing-dataset/images/0024.jpg,images/0024.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0024.png,labels/pixel_level_labels_colored/0024.png,True,True,False,4f3586009ce67e5e69ec1ea94d906f09,jpeg,550,821,3,False,"['romper', 'hair', 'shoes', 'skin', 'bag', 'blouse']",6,24
/content/clothing-coparsing-dataset/images/0026.jpg,images/0026.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0026.png,labels/pixel_level_labels_colored/0026.png,True,True,False,3ee512f69315d4edb936a0b920ff2f35,jpeg,550,807,3,False,"['jeans', 'hair', 'shoes', 'skin', 'accessories', 'sunglasses', 'sweater']",7,26
/content/clothing-coparsing-dataset/images/0027.jpg,images/0027.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0027.png,labels/pixel_level_labels_colored/0027.png,True,True,False,cce9234189bc7dc2af93f4b14e2e1fa1,jpeg,550,829,3,False,"['romper', 'hair', 'shoes', 'skin', 'sunglasses']",5,27
/content/clothing-coparsing-dataset/images/0028.jpg,images/0028.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0028.png,labels/pixel_level_labels_colored/0028.png,True,True,False,b0d9736100e77599b76b116853800e0d,jpeg,550,811,3,False,"['pants', 'shirt', 'hair', 'shoes', 'skin', 'belt']",6,28
/content/clothing-coparsing-dataset/images/0029.jpg,images/0029.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0029.png,labels/pixel_level_labels_colored/0029.png,True,True,False,447158f5facb7e566904afdf3de9d7cc,jpeg,550,826,3,False,"['sandals', 'hair', 'dress', 'skin', 'bag']",5,29
/content/clothing-coparsing-dataset/images/0030.jpg,images/0030.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0030.png,labels/pixel_level_labels_colored/0030.png,True,True,False,feb2fa78403b1e7bc48c8ddb4260ad59,jpeg,550,830,3,False,"['pants', 'hair', 'shoes', 'coat', 'skin', 'accessories', 'bag']",7,30
/content/clothing-coparsing-dataset/images/0031.jpg,images/0031.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0031.png,labels/pixel_level_labels_colored/0031.png,True,True,False,7a5c274eb7f2b68ded85693d131d3f82,jpeg,550,825,3,False,"['hair', 'shoes', 'dress', 'skin', 'bag', 'blouse']",6,31
/content/clothing-coparsing-dataset/images/0032.jpg,images/0032.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0032.png,labels/pixel_level_labels_colored/0032.png,True,True,False,64e5f43585191b215e2d981d20cf007a,jpeg,550,871,3,False,"['pants', 'hair', 'shoes', 'skin', 'accessories', 'blazer', 'blouse']",7,32
/content/clothing-coparsing-dataset/images/0033.jpg,images/0033.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0033.png,labels/pixel_level_labels_colored/0033.png,True,True,False,064131465d57b42b2ec1ac2f831300dd,jpeg,550,834,3,False,"['necklace', 'hair', 'shoes', 'shorts', 'bracelet', 'skin', 'bag', 'sunglasses', 't-shirt']",9,33
/content/clothing-coparsing-dataset/images/0034.jpg,images/0034.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0034.png,labels/pixel_level_labels_colored/0034.png,True,True,False,b7e505c431b13d1dfbc0756eed0b063f,jpeg,550,827,3,False,"['jacket', 'hair', 'shoes', 'dress', 'skin', 'bag', 'blouse']",7,34
/content/clothing-coparsing-dataset/images/0035.jpg,images/0035.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0035.png,labels/pixel_level_labels_colored/0035.png,True,True,False,1df6ac98b757a0d8f7cc531a17bb670b,jpeg,550,829,3,False,"['pants', 'loafers', 'shirt', 'hair', 'glasses', 'coat', 'skin', 'bag', 'belt', 'suit', 'watch']",11,35
/content/clothing-coparsing-dataset/images/0036.jpg,images/0036.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0036.png,labels/pixel_level_labels_colored/0036.png,True,True,False,5b0cca1c883fa82b5b0f4a6b39891f55,jpeg,550,827,3,False,"['heels', 'hair', 'skin', 'bag', 'skirt', 't-shirt', 'watch']",7,36
/content/clothing-coparsing-dataset/images/0037.jpg,images/0037.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0037.png,labels/pixel_level_labels_colored/0037.png,True,True,False,e925771731391849a1db7ef49b31ceb2,jpeg,550,819,3,False,"['pants', 'jacket', 'hair', 'shoes', 'skin', 'bag', 'sweater']",7,37
/content/clothing-coparsing-dataset/images/0038.jpg,images/0038.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0038.png,labels/pixel_level_labels_colored/0038.png,True,True,False,9b3dafa31a78ab339988b63cb8b49fda,jpeg,550,821,3,False,"['hair', 'shoes', 'dress', 'cape', 'skin', 'accessories', 'bag', 'blouse', 'stockings']",9,38
/content/clothing-coparsing-dataset/images/0039.jpg,images/0039.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0039.png,labels/pixel_level_labels_colored/0039.png,True,True,False,12d199ea32ee1ce618367465f3f86767,jpeg,550,811,3,False,"['jeans', 'hair', 'shoes', 'skin', 'vest']",5,39
/content/clothing-coparsing-dataset/images/0040.jpg,images/0040.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0040.png,labels/pixel_level_labels_colored/0040.png,True,True,False,2696164c644b24807009137170d9232b,jpeg,550,825,3,False,"['hair', 'coat', 'skin', 'boots', 'bag', 'skirt', 'stockings', 'sweater']",8,40
/content/clothing-coparsing-dataset/images/0041.jpg,images/0041.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0041.png,labels/pixel_level_labels_colored/0041.png,True,True,False,d2ba34646e8824eaf044490d6cc0a8ae,jpeg,550,820,3,False,"['hair', 'shoes', 'coat', 'skin', 'bag', 'bodysuit']",6,41
/content/clothing-coparsing-dataset/images/0042.jpg,images/0042.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0042.png,labels/pixel_level_labels_colored/0042.png,True,True,False,ec37b392839ec490897930fb93602b83,jpeg,550,831,3,False,"['purse', 'hair', 'shoes', 'skin', 'blouse', 'skirt', 'stockings']",7,42
/content/clothing-coparsing-dataset/images/0043.jpg,images/0043.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0043.png,labels/pixel_level_labels_colored/0043.png,True,True,False,4d1b85670988bd9472654be47a3efa07,jpeg,550,831,3,False,"['pants', 'hat', 'coat', 'skin', 'sneakers', 'top']",6,43
/content/clothing-coparsing-dataset/images/0044.jpg,images/0044.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0044.png,labels/pixel_level_labels_colored/0044.png,True,True,False,9d8f5b94aeff2a9bb33772e3fefc5907,jpeg,550,822,3,False,"['jacket', 'hair', 'shoes', 'dress', 'skin', 'bag', 'sunglasses']",7,44
/content/clothing-coparsing-dataset/images/0045.jpg,images/0045.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0045.png,labels/pixel_level_labels_colored/0045.png,True,True,False,98b7beb164f51b9595c75181abaa4dc3,jpeg,550,820,3,False,"['hair', 'shoes', 'dress', 'skin', 'bag', 'blouse', 'sunglasses']",7,45
/content/clothing-coparsing-dataset/images/0046.jpg,images/0046.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0046.png,labels/pixel_level_labels_colored/0046.png,True,True,False,f6cfd8a2a787d6ddbe84d4d76a1d4bb5,jpeg,550,823,3,False,"['jeans', 'jacket', 'shirt', 'hair', 'shoes', 'skin', 'belt', 'sunglasses', 'tie']",9,46
/content/clothing-coparsing-dataset/images/0047.jpg,images/0047.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0047.png,labels/pixel_level_labels_colored/0047.png,True,True,False,f41964f85ac2aa96a860b72d9f4fa23c,jpeg,550,851,3,False,"['heels', 'hair', 'dress', 'bracelet', 'skin', 'bag', 'belt', 'blouse']",8,47
/content/clothing-coparsing-dataset/images/0048.jpg,images/0048.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0048.png,labels/pixel_level_labels_colored/0048.png,True,True,False,9db890cd0abfcbbc930c141f43f4148f,jpeg,550,836,3,False,"['jeans', 'hat', 'shirt', 'skin', 'bag', 'belt', 'sneakers', 'watch']",8,48
/content/clothing-coparsing-dataset/images/0049.jpg,images/0049.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0049.png,labels/pixel_level_labels_colored/0049.png,True,True,False,b1f0f8371ca4bc8867aa0bf808dfc8d5,jpeg,550,853,3,False,"['purse', 'hair', 'shoes', 'skin', 'skirt', 'sunglasses', 't-shirt']",7,49
/content/clothing-coparsing-dataset/images/0050.jpg,images/0050.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0050.png,labels/pixel_level_labels_colored/0050.png,True,True,False,3b1d7049292bd09c0a83d8026b2c0be1,jpeg,550,852,3,False,"['purse', 'necklace', 'jeans', 'hair', 'shoes', 'coat', 'skin', 'blouse']",8,50
/content/clothing-coparsing-dataset/images/0051.jpg,images/0051.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0051.png,labels/pixel_level_labels_colored/0051.png,True,True,False,14d97dd481c2f9a5265996921be79532,jpeg,550,825,3,False,"['jeans', 'jacket', 'hat', 'hair', 'shoes', 'skin', 'sunglasses', 't-shirt']",8,51
/content/clothing-coparsing-dataset/images/0052.jpg,images/0052.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0052.png,labels/pixel_level_labels_colored/0052.png,True,True,False,362de4f08de541f315a45912424bc0d4,jpeg,550,821,3,False,"['purse', 'leggings', 'hat', 'shoes', 'dress', 'skin', 'belt', 'sunglasses']",8,52
/content/clothing-coparsing-dataset/images/0053.jpg,images/0053.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0053.png,labels/pixel_level_labels_colored/0053.png,True,True,False,95cdded625ada037bef33232b017d317,jpeg,550,864,3,False,"['purse', 'hair', 'shoes', 'dress', 'skin', 'sunglasses', 'vest']",7,53
/content/clothing-coparsing-dataset/images/0054.jpg,images/0054.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0054.png,labels/pixel_level_labels_colored/0054.png,True,True,False,106a0e4232e5dae56c1077240455bd50,jpeg,550,823,3,False,"['purse', 'jacket', 'shirt', 'hair', 'shoes', 'skin', 'accessories', 'sunglasses']",8,54
/content/clothing-coparsing-dataset/images/0055.jpg,images/0055.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0055.png,labels/pixel_level_labels_colored/0055.png,True,True,False,c00763e3c7078ef3c1fa310b0cdb061c,jpeg,550,806,3,False,"['pants', 'hat', 'hair', 'shoes', 'skin', 'belt', 'sunglasses', 't-shirt']",8,55
/content/clothing-coparsing-dataset/images/0056.jpg,images/0056.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0056.png,labels/pixel_level_labels_colored/0056.png,True,True,False,4365575be64acd726ff3e1008c11fc77,jpeg,550,820,3,False,"['jeans', 'scarf', 'hair', 'shoes', 'skin', 'blazer', 'tights']",7,56
/content/clothing-coparsing-dataset/images/0057.jpg,images/0057.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0057.png,labels/pixel_level_labels_colored/0057.png,True,True,False,29ce8962687408f71b989e0c03d00171,jpeg,550,820,3,False,"['purse', 'ring', 'hair', 'shoes', 'dress', 'skin', 'accessories', 'belt', 'blouse', 'stockings']",10,57
/content/clothing-coparsing-dataset/images/0058.jpg,images/0058.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0058.png,labels/pixel_level_labels_colored/0058.png,True,True,False,267b5ea5191253281a75f65bfc37c52b,jpeg,550,834,3,False,"['pants', 'purse', 'shirt', 'hair', 'shoes', 'skin', 'accessories', 'belt', 'sweater']",9,58
/content/clothing-coparsing-dataset/images/0059.jpg,images/0059.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0059.png,labels/pixel_level_labels_colored/0059.png,True,True,False,5a984ce1b869c72dbf85e600614b8a7d,jpeg,550,841,3,False,"['pants', 'purse', 'hair', 'shoes', 'skin', 'accessories', 'blouse', 'sweatshirt']",8,59
/content/clothing-coparsing-dataset/images/0060.jpg,images/0060.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0060.png,labels/pixel_level_labels_colored/0060.png,True,True,False,73f58be02cd2c8e6c342f336bce8a024,jpeg,550,815,3,False,"['pants', 'purse', 'shirt', 'hair', 'shoes', 'coat', 'skin', 'belt', 'sunglasses']",9,60
/content/clothing-coparsing-dataset/images/0061.jpg,images/0061.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0061.png,labels/pixel_level_labels_colored/0061.png,True,True,False,c108b77192a2bf3299547d62717583fa,jpeg,550,826,3,False,"['shirt', 'hair', 'glasses', 'shoes', 'shorts', 'skin', 'bag']",7,61
/content/clothing-coparsing-dataset/images/0062.jpg,images/0062.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0062.png,labels/pixel_level_labels_colored/0062.png,True,True,False,0f04ee808aaaf42a50249f74dc8ca686,jpeg,550,836,3,False,"['purse', 'shirt', 'hair', 'flats', 'coat', 'skin', 'skirt', 'stockings', 'tie']",9,62
/content/clothing-coparsing-dataset/images/0063.jpg,images/0063.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0063.png,labels/pixel_level_labels_colored/0063.png,True,True,False,5c9cb4d9340f55f11c15b0ba286b3b3f,jpeg,550,825,3,False,"['purse', 'leggings', 'scarf', 'hair', 'shoes', 'skin', 'blouse', 'skirt', 'socks']",9,63
/content/clothing-coparsing-dataset/images/0064.jpg,images/0064.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0064.png,labels/pixel_level_labels_colored/0064.png,True,True,False,5f3f1ff2b6a985564d3fe76d9935e607,jpeg,550,851,3,False,"['purse', 'leggings', 'heels', 'hat', 'hair', 'cape', 'bracelet', 'skin', 'socks']",9,64
/content/clothing-coparsing-dataset/images/0065.jpg,images/0065.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0065.png,labels/pixel_level_labels_colored/0065.png,True,True,False,cb1ea31c32089d03878f5f3a35f220d6,jpeg,550,837,3,False,"['pants', 'loafers', 'shirt', 'hair', 'coat', 'skin', 'sunglasses', 'sweater', 'wallet']",9,65
/content/clothing-coparsing-dataset/images/0066.jpg,images/0066.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0066.png,labels/pixel_level_labels_colored/0066.png,True,True,False,8e38b287d2871cbdcac7b289c8d81c2b,jpeg,550,816,3,False,"['purse', 'hair', 'shoes', 'dress', 'skin']",5,66
/content/clothing-coparsing-dataset/images/0067.jpg,images/0067.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0067.png,labels/pixel_level_labels_colored/0067.png,True,True,False,9a8797782aa32eeff942d3e7e694c6f5,jpeg,550,834,3,False,"['pumps', 'shirt', 'hair', 'coat', 'skin', 'bag', 'stockings']",7,67
/content/clothing-coparsing-dataset/images/0068.jpg,images/0068.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0068.png,labels/pixel_level_labels_colored/0068.png,True,True,False,773fa9fba1a81467211000bddec31b51,jpeg,550,820,3,False,"['hair', 'shoes', 'coat', 'skin', 'belt', 'skirt']",6,68
/content/clothing-coparsing-dataset/images/0069.jpg,images/0069.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0069.png,labels/pixel_level_labels_colored/0069.png,True,True,False,d803be5e1e6060ee5bee503146237825,jpeg,550,860,3,False,"['pants', 'purse', 'hat', 'shirt', 'hair', 'skin', 'accessories', 'blazer', 'sunglasses']",9,69
/content/clothing-coparsing-dataset/images/0070.jpg,images/0070.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0070.png,labels/pixel_level_labels_colored/0070.png,True,True,False,74d7ff54e3b58e779d01f7680374ad70,jpeg,550,830,3,False,"['jeans', 'hair', 'shoes', 'skin', 'blazer', 'blouse', 'sunglasses']",7,70
/content/clothing-coparsing-dataset/images/0071.jpg,images/0071.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0071.png,labels/pixel_level_labels_colored/0071.png,True,True,False,5a062cba7d6aa0a5b028bc15cbc5b1a9,jpeg,550,825,3,False,"['jeans', 'hat', 'shirt', 'hair', 'shoes', 'skin', 'accessories', 'belt']",8,71
/content/clothing-coparsing-dataset/images/0072.jpg,images/0072.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0072.png,labels/pixel_level_labels_colored/0072.png,True,True,False,430db8f34620e196c3bb14dee5ae19e9,jpeg,550,825,3,False,"['purse', 'jacket', 'shirt', 'hair', 'glasses', 'shoes', 'skin', 'accessories', 'skirt']",9,72
/content/clothing-coparsing-dataset/images/0073.jpg,images/0073.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0073.png,labels/pixel_level_labels_colored/0073.png,True,True,False,43d84eebbf9fa4b2cd1cdf8fa32aefc1,jpeg,550,844,3,False,"['purse', 'leggings', 'hair', 'shoes', 'skin', 'accessories', 'blazer', 'blouse']",8,73
/content/clothing-coparsing-dataset/images/0074.jpg,images/0074.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0074.png,labels/pixel_level_labels_colored/0074.png,True,True,False,d9a99728fa0651a1dca7ce2efd98f565,jpeg,550,837,3,False,"['purse', 'leggings', 'hair', 'shoes', 'dress', 'skin']",6,74
/content/clothing-coparsing-dataset/images/0075.jpg,images/0075.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0075.png,labels/pixel_level_labels_colored/0075.png,True,True,False,b382107a06408408b446aabb3536f096,jpeg,550,820,3,False,"['scarf', 'hair', 'flats', 'skin', 'bag', 'blazer', 'stockings', 'sweater', 'watch']",9,75
/content/clothing-coparsing-dataset/images/0076.jpg,images/0076.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0076.png,labels/pixel_level_labels_colored/0076.png,True,True,False,b9493ac0abe92b4ded6072b5870d0d33,jpeg,550,814,3,False,"['leggings', 'scarf', 'hair', 'shoes', 'skin', 'blouse', 'sunglasses']",7,76
/content/clothing-coparsing-dataset/images/0077.jpg,images/0077.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0077.png,labels/pixel_level_labels_colored/0077.png,True,True,False,8ac943314130aab20bb01f80ff65a2a6,jpeg,550,825,3,False,"['purse', 'hat', 'hair', 'skin', 'accessories', 'blouse', 'skirt']",7,77
/content/clothing-coparsing-dataset/images/0078.jpg,images/0078.jpg,/content/clothing-coparsing-dataset/labels/pixel_level_labels_colored/0078.png,labels/pixel_level_labels_colored/0078.png,True,True,False,37d8fd186bb715565abea39db624cd3c,jpeg,550,838,3,False,"['purse', 'jeans', 'shirt', 'hair', 'shoes', 'skin']",6,78
